Call_ID,Caller_ID,Recipient_ID,Call_Duration,Call_Time
151,67890,98765,458,2024-09-11 11:46:46.465437
152,67890,76543,469,2024-09-11 18:37:46.465441
153,13579,76543,189,2024-09-11 12:14:46.465445
154,09876,76543,260,2024-09-12 05:18:46.465448
155,13579,87654,194,2024-09-11 14:48:46.465452
156,13579,87654,138,2024-09-12 06:52:46.465456
157,67890,76543,454,2024-09-11 15:24:46.465460
158,09876,65432,298,2024-09-12 02:44:46.465464
159,67890,65432,255,2024-09-12 04:08:46.465468
160,54321,76543,322,2024-09-12 00:05:46.465472
161,54321,54321,323,2024-09-12 09:02:46.465476
162,09876,76543,137,2024-09-12 02:56:46.465480
163,67890,76543,436,2024-09-12 05:00:46.465484
164,12345,87654,166,2024-09-12 02:22:46.465488
165,54321,87654,240,2024-09-11 23:18:46.465492
166,13579,76543,204,2024-09-11 16:39:46.465496
167,67890,54321,448,2024-09-11 19:48:46.465500
168,54321,76543,435,2024-09-11 22:24:46.465504
169,12345,98765,140,2024-09-11 18:18:46.465508
170,09876,65432,475,2024-09-11 23:00:46.465512
171,67890,54321,379,2024-09-12 01:50:46.465515
172,09876,76543,485,2024-09-12 06:52:46.465519
173,09876,54321,398,2024-09-11 16:39:46.465523
174,12345,54321,118,2024-09-11 16:31:46.465528
175,67890,76543,159,2024-09-11 09:39:46.465532
176,13579,54321,481,2024-09-11 19:20:46.465536
177,13579,87654,170,2024-09-12 05:12:46.465539
178,09876,54321,216,2024-09-11 19:04:46.465543
179,12345,87654,500,2024-09-11 15:15:46.465547
180,67890,98765,345,2024-09-11 17:08:46.465553
181,09876,87654,182,2024-09-11 17:41:46.465557
182,13579,54321,329,2024-09-12 08:38:46.465561
183,54321,54321,242,2024-09-12 01:26:46.465565
184,13579,76543,324,2024-09-12 06:02:46.465568
185,13579,54321,273,2024-09-12 02:39:46.465583
186,67890,54321,476,2024-09-11 20:51:46.465587
187,54321,76543,297,2024-09-11 21:24:46.465591
188,67890,76543,246,2024-09-12 03:23:46.465595
189,13579,65432,191,2024-09-12 07:59:46.465599
190,13579,54321,239,2024-09-11 10:07:46.465603
191,09876,87654,456,2024-09-12 01:08:46.465607
192,67890,65432,322,2024-09-11 14:48:46.465611
193,12345,54321,369,2024-09-11 12:59:46.465614
194,12345,54321,444,2024-09-11 20:26:46.465619
195,09876,98765,438,2024-09-12 03:15:46.465622
196,67890,87654,481,2024-09-12 09:21:46.465626
197,12345,54321,190,2024-09-11 12:33:46.465630
198,12345,98765,348,2024-09-12 06:29:46.465634
199,13579,54321,370,2024-09-11 17:01:46.465638
200,67890,98765,481,2024-09-12 03:40:46.465642
201,54321,76543,127,2024-09-11 14:38:46.465646
202,12345,98765,399,2024-09-11 23:21:46.465650
203,13579,65432,297,2024-09-12 02:39:46.465654
204,12345,65432,180,2024-09-11 15:23:46.465658
205,12345,98765,398,2024-09-12 00:02:46.465662
206,13579,76543,193,2024-09-12 09:27:46.465666
207,12345,76543,401,2024-09-11 19:24:46.465670
208,09876,65432,115,2024-09-11 16:43:46.465673
209,67890,87654,323,2024-09-12 08:39:46.465677
210,13579,98765,486,2024-09-11 14:35:46.465681
211,54321,87654,151,2024-09-11 13:54:46.465685
212,13579,87654,360,2024-09-12 06:53:46.465689
213,67890,76543,173,2024-09-12 01:06:46.465693
214,54321,87654,231,2024-09-11 16:34:46.465697
215,12345,87654,435,2024-09-11 22:49:46.465701
216,54321,87654,367,2024-09-12 05:14:46.465704
217,67890,65432,477,2024-09-12 05:42:46.465708
218,54321,54321,145,2024-09-11 20:25:46.465712
219,54321,76543,278,2024-09-11 16:39:46.465716
220,54321,76543,489,2024-09-12 05:18:46.465720
221,13579,98765,287,2024-09-11 17:49:46.465724
222,09876,54321,263,2024-09-11 13:33:46.465728
223,54321,54321,114,2024-09-11 23:22:46.465732
224,09876,54321,357,2024-09-11 10:06:46.465736
225,67890,65432,179,2024-09-11 21:05:46.465740
226,54321,76543,468,2024-09-12 07:14:46.465743
227,13579,54321,209,2024-09-12 00:30:46.465747
228,09876,76543,450,2024-09-12 09:22:46.465754
229,09876,65432,346,2024-09-11 12:39:46.465758
230,09876,65432,347,2024-09-11 23:12:46.465762
231,67890,54321,237,2024-09-11 20:46:46.465766
232,13579,76543,198,2024-09-11 10:16:46.465770
233,09876,54321,478,2024-09-11 13:28:46.465774
234,13579,76543,240,2024-09-12 09:13:46.465779
235,67890,87654,483,2024-09-12 06:38:46.465783
236,13579,65432,218,2024-09-11 11:40:46.465787
237,12345,54321,182,2024-09-12 05:27:46.465791
238,54321,87654,381,2024-09-11 16:48:46.465794
239,13579,76543,379,2024-09-12 00:27:46.465798
240,09876,98765,202,2024-09-11 09:44:46.465802
241,13579,87654,201,2024-09-11 11:00:46.465805
242,09876,76543,440,2024-09-11 14:06:46.465810
243,54321,98765,495,2024-09-11 21:08:46.465817
244,09876,98765,332,2024-09-11 12:57:46.465823
245,12345,87654,193,2024-09-11 12:07:46.465830
246,13579,76543,368,2024-09-11 12:35:46.465836
247,67890,87654,348,2024-09-12 01:22:46.465840
248,54321,87654,256,2024-09-11 23:08:46.465844
249,67890,54321,359,2024-09-11 12:57:46.465848
250,54321,87654,179,2024-09-11 17:02:46.465851
251,67890,54321,485,2024-09-11 20:34:46.465855
252,09876,54321,349,2024-09-11 13:15:46.465859
253,12345,76543,297,2024-09-11 14:42:46.465863
254,67890,98765,304,2024-09-12 00:17:46.465866
255,13579,87654,350,2024-09-12 03:41:46.465871
256,13579,76543,353,2024-09-12 06:54:46.465874
257,09876,98765,314,2024-09-11 22:43:46.465878
258,12345,65432,156,2024-09-11 12:44:46.465882
259,54321,87654,134,2024-09-11 14:40:46.465886
260,12345,65432,490,2024-09-11 20:00:46.465890
261,12345,87654,483,2024-09-12 06:16:46.465894
262,54321,76543,148,2024-09-11 20:52:46.465898
263,09876,87654,400,2024-09-11 12:09:46.465902
264,12345,76543,310,2024-09-11 22:38:46.465906
265,54321,98765,430,2024-09-11 09:53:46.465910
266,13579,54321,345,2024-09-12 09:24:46.465913
267,67890,98765,480,2024-09-12 05:43:46.465918
268,67890,54321,377,2024-09-12 06:01:46.465924
269,54321,65432,420,2024-09-11 18:47:46.465931
270,67890,98765,451,2024-09-11 23:41:46.465949
271,12345,98765,420,2024-09-12 04:33:46.465956
272,13579,76543,427,2024-09-11 12:01:46.465962
273,09876,65432,348,2024-09-12 05:38:46.465969
274,13579,65432,248,2024-09-11 22:37:46.465981
275,13579,54321,360,2024-09-11 23:30:46.465985
276,12345,76543,228,2024-09-12 03:30:46.465989
277,12345,65432,429,2024-09-11 11:08:46.465993
278,12345,98765,293,2024-09-11 10:46:46.465997
279,54321,98765,247,2024-09-11 23:37:46.466000
280,13579,65432,313,2024-09-11 20:34:46.466004
281,09876,76543,390,2024-09-12 08:27:46.466008
282,54321,87654,162,2024-09-12 02:40:46.466012
283,09876,76543,475,2024-09-12 02:47:46.466016
284,67890,54321,423,2024-09-11 21:13:46.466020
285,13579,98765,189,2024-09-11 17:26:46.466024
286,54321,87654,299,2024-09-12 00:54:46.466028
287,54321,54321,500,2024-09-12 06:43:46.466032
288,09876,65432,409,2024-09-12 05:27:46.466037
289,12345,98765,224,2024-09-11 15:12:46.466043
290,13579,87654,289,2024-09-11 17:54:46.466050
291,67890,87654,475,2024-09-11 15:35:46.466056
292,12345,54321,447,2024-09-12 07:12:46.466071
293,13579,76543,474,2024-09-11 11:17:46.466075
294,13579,76543,204,2024-09-12 03:02:46.466079
295,67890,98765,478,2024-09-12 05:53:46.466083
296,09876,98765,236,2024-09-11 12:31:46.466087
297,09876,98765,302,2024-09-11 23:38:46.466091
298,13579,65432,359,2024-09-12 04:48:46.466095
299,67890,87654,407,2024-09-11 13:09:46.466099
300,13579,76543,250,2024-09-12 01:37:46.466102
301,12345,65432,226,2024-09-11 13:37:46.466106
302,09876,98765,231,2024-09-12 06:45:46.466110
303,13579,65432,201,2024-09-11 10:34:46.466114
304,13579,98765,446,2024-09-12 08:21:46.466120
305,13579,98765,151,2024-09-12 03:44:46.466124
306,12345,54321,179,2024-09-11 21:26:46.466127
307,54321,87654,378,2024-09-11 20:30:46.466131
308,09876,76543,156,2024-09-11 19:04:46.466135
309,09876,98765,434,2024-09-12 07:03:46.466139
310,13579,54321,270,2024-09-11 11:36:46.466144
311,09876,54321,392,2024-09-11 12:23:46.466149
312,67890,87654,496,2024-09-11 15:55:46.466153
313,13579,87654,256,2024-09-12 03:34:46.466156
314,54321,76543,500,2024-09-12 04:02:46.466160
315,09876,87654,365,2024-09-11 18:35:46.466164
316,09876,87654,472,2024-09-11 19:05:46.466168
317,67890,87654,387,2024-09-11 19:34:46.466172
318,13579,98765,131,2024-09-12 02:05:46.466176
319,09876,54321,118,2024-09-12 05:04:46.466180
320,12345,54321,252,2024-09-12 08:51:46.466184
321,54321,65432,335,2024-09-11 20:13:46.466188
322,54321,98765,110,2024-09-11 13:20:46.466192
323,54321,65432,423,2024-09-11 10:13:46.466196
324,09876,98765,315,2024-09-11 13:36:46.466200
325,12345,65432,393,2024-09-12 01:37:46.466204
326,67890,76543,362,2024-09-11 21:28:46.466208
327,13579,87654,139,2024-09-12 09:21:46.466211
328,67890,87654,369,2024-09-11 11:50:46.466215
329,67890,65432,240,2024-09-11 14:04:46.466220
330,54321,65432,159,2024-09-12 00:56:46.466227
331,54321,98765,292,2024-09-12 00:34:46.466234
332,12345,76543,115,2024-09-12 09:26:46.466240
333,67890,54321,199,2024-09-11 13:51:46.466247
334,54321,87654,204,2024-09-11 13:35:46.466254
335,67890,65432,399,2024-09-11 15:48:46.466269
336,12345,98765,153,2024-09-12 02:57:46.466273
337,13579,65432,174,2024-09-12 07:20:46.466277
338,12345,65432,345,2024-09-11 11:36:46.466281
339,54321,87654,194,2024-09-12 01:15:46.466286
340,12345,98765,332,2024-09-11 14:49:46.466293
341,54321,65432,138,2024-09-11 10:08:46.466300
342,12345,65432,384,2024-09-12 01:24:46.466307
343,13579,54321,195,2024-09-12 08:21:46.466320
344,12345,76543,411,2024-09-11 10:17:46.466324
345,13579,54321,104,2024-09-11 19:42:46.466328
346,67890,65432,102,2024-09-12 04:32:46.466331
347,12345,65432,298,2024-09-11 20:55:46.466335
348,09876,87654,131,2024-09-11 17:12:46.466339
349,12345,54321,357,2024-09-12 08:43:46.466343
350,09876,65432,487,2024-09-11 20:10:46.466347
351,54321,87654,489,2024-09-12 01:35:46.466351
352,67890,98765,367,2024-09-12 06:19:46.466355
353,67890,98765,319,2024-09-11 11:36:46.466359
354,54321,87654,496,2024-09-12 04:30:46.466363
355,67890,98765,375,2024-09-11 10:09:46.466367
356,12345,87654,233,2024-09-11 20:53:46.466371
357,12345,98765,111,2024-09-12 01:09:46.466375
358,12345,87654,357,2024-09-12 00:33:46.466379
359,12345,87654,344,2024-09-11 10:46:46.466383
360,54321,76543,193,2024-09-12 07:56:46.466387
361,67890,98765,366,2024-09-12 03:49:46.466391
362,67890,54321,387,2024-09-11 17:08:46.466394
363,09876,87654,350,2024-09-11 12:32:46.466398
364,09876,87654,367,2024-09-11 10:59:46.466402
365,09876,65432,261,2024-09-11 21:59:46.466406
366,54321,54321,294,2024-09-12 05:45:46.466410
367,09876,54321,399,2024-09-12 00:31:46.466414
368,54321,54321,172,2024-09-12 00:31:46.466418
369,13579,87654,234,2024-09-12 06:30:46.466422
370,67890,87654,287,2024-09-12 05:08:46.466426
371,13579,76543,489,2024-09-12 07:30:46.466430
372,09876,87654,206,2024-09-11 14:22:46.466434
373,67890,54321,235,2024-09-11 22:20:46.466437
374,09876,87654,437,2024-09-11 23:27:46.466441
375,67890,54321,409,2024-09-11 23:13:46.466445
376,09876,76543,195,2024-09-12 06:45:46.466449
377,12345,87654,222,2024-09-11 21:38:46.466453
378,12345,65432,215,2024-09-11 16:43:46.466457
379,54321,76543,309,2024-09-12 03:34:46.466461
380,13579,76543,284,2024-09-11 11:51:46.466465
381,54321,87654,121,2024-09-11 10:02:46.466468
382,67890,76543,198,2024-09-12 02:50:46.466472
383,09876,65432,389,2024-09-11 11:50:46.466476
384,12345,87654,385,2024-09-11 20:35:46.466481
385,09876,65432,110,2024-09-11 10:41:46.466484
386,67890,76543,111,2024-09-12 00:36:46.466488
387,54321,65432,171,2024-09-11 22:34:46.466492
388,54321,65432,411,2024-09-11 16:37:46.466496
389,54321,54321,424,2024-09-12 02:57:46.466500
390,12345,87654,348,2024-09-12 03:32:46.466504
391,09876,98765,436,2024-09-12 08:56:46.466508
392,12345,65432,200,2024-09-11 15:03:46.466512
393,13579,98765,403,2024-09-11 16:58:46.466516
394,09876,98765,275,2024-09-11 16:06:46.466520
395,12345,54321,387,2024-09-11 12:37:46.466524
396,12345,65432,251,2024-09-12 05:14:46.466528
397,67890,98765,376,2024-09-11 20:29:46.466531
398,67890,65432,345,2024-09-11 09:43:46.466535
399,09876,54321,110,2024-09-12 01:39:46.466539
400,13579,98765,204,2024-09-12 08:22:46.466543
401,13579,98765,348,2024-09-12 05:22:46.466547
402,12345,87654,198,2024-09-11 16:12:46.466557
403,67890,98765,165,2024-09-11 14:52:46.466561
404,67890,76543,251,2024-09-12 05:09:46.466565
405,09876,65432,491,2024-09-11 17:08:46.466569
406,54321,87654,179,2024-09-12 08:17:46.466573
407,12345,76543,414,2024-09-11 11:03:46.466577
408,09876,76543,236,2024-09-12 04:57:46.466580
409,12345,76543,326,2024-09-12 03:17:46.466584
410,09876,65432,273,2024-09-11 10:24:46.466588
411,12345,65432,354,2024-09-12 04:17:46.466592
412,67890,87654,171,2024-09-11 10:39:46.466596
413,67890,98765,316,2024-09-11 14:18:46.466600
414,09876,65432,337,2024-09-11 14:14:46.466604
415,67890,65432,485,2024-09-12 06:03:46.466608
416,12345,87654,267,2024-09-11 10:58:46.466612
417,67890,65432,190,2024-09-12 07:44:46.466616
418,67890,76543,277,2024-09-12 06:07:46.466619
419,09876,54321,348,2024-09-11 22:42:46.466623
420,12345,65432,278,2024-09-12 09:13:46.466627
421,13579,54321,307,2024-09-11 21:29:46.466631
422,13579,87654,272,2024-09-11 13:55:46.466635
423,12345,87654,297,2024-09-12 09:28:46.466638
424,13579,54321,148,2024-09-12 02:03:46.466642
425,12345,87654,467,2024-09-11 12:33:46.466646
426,67890,98765,415,2024-09-11 20:09:46.466650
427,12345,54321,349,2024-09-12 01:09:46.466654
428,67890,54321,244,2024-09-11 13:15:46.466658
429,13579,98765,320,2024-09-11 16:27:46.466662
430,12345,98765,284,2024-09-11 19:18:46.466666
431,09876,87654,171,2024-09-12 04:08:46.466669
432,13579,65432,407,2024-09-12 07:29:46.466673
433,54321,76543,182,2024-09-11 20:14:46.466677
434,13579,54321,221,2024-09-11 11:36:46.466681
435,67890,54321,134,2024-09-11 12:30:46.466685
436,67890,98765,178,2024-09-12 02:32:46.466689
437,54321,98765,397,2024-09-12 00:39:46.466692
438,67890,98765,150,2024-09-11 10:12:46.466696
439,12345,98765,456,2024-09-12 06:11:46.466700
440,67890,98765,192,2024-09-12 08:46:46.466704
441,09876,54321,293,2024-09-11 15:43:46.466709
442,12345,54321,288,2024-09-11 18:16:46.466712
443,54321,54321,241,2024-09-11 13:42:46.466716
444,09876,98765,268,2024-09-11 18:05:46.466720
445,54321,54321,132,2024-09-12 02:55:46.466725
446,67890,76543,389,2024-09-11 13:41:46.466729
447,09876,76543,189,2024-09-11 14:43:46.466732
448,12345,65432,433,2024-09-12 09:19:46.466736
449,13579,87654,315,2024-09-11 23:50:46.466740
450,09876,87654,438,2024-09-11 18:39:46.466744
451,67890,87654,248,2024-09-12 07:29:46.466748
452,12345,98765,423,2024-09-11 16:10:46.466752
453,12345,98765,341,2024-09-11 23:24:46.466756
454,09876,76543,124,2024-09-11 16:17:46.466760
455,67890,87654,349,2024-09-12 07:39:46.466764
456,12345,54321,238,2024-09-12 09:26:46.466768
457,67890,98765,377,2024-09-11 14:52:46.466771
458,13579,54321,376,2024-09-12 02:49:46.466778
459,13579,87654,352,2024-09-11 15:43:46.466782
460,54321,87654,194,2024-09-11 09:39:46.466785
461,12345,76543,296,2024-09-11 18:13:46.466789
462,13579,87654,209,2024-09-11 20:30:46.466794
463,67890,76543,303,2024-09-12 08:02:46.466798
464,13579,54321,321,2024-09-11 11:24:46.466801
465,54321,98765,344,2024-09-12 04:02:46.466805
466,09876,87654,192,2024-09-11 16:06:46.466809
467,13579,76543,245,2024-09-11 12:25:46.466812
468,09876,54321,443,2024-09-12 04:19:46.466817
469,67890,65432,419,2024-09-12 05:12:46.466821
470,67890,76543,276,2024-09-11 17:11:46.466825
471,13579,54321,236,2024-09-11 18:48:46.466829
472,54321,54321,457,2024-09-12 01:10:46.466832
473,67890,76543,402,2024-09-11 16:10:46.466836
474,13579,87654,306,2024-09-11 10:20:46.466840
475,67890,65432,134,2024-09-12 01:41:46.466844
476,54321,54321,200,2024-09-11 15:32:46.466848
477,13579,76543,143,2024-09-11 21:29:46.466852
478,13579,65432,115,2024-09-11 18:07:46.466855
479,67890,76543,401,2024-09-12 05:31:46.466859
480,13579,65432,301,2024-09-11 22:01:46.466863
481,67890,76543,431,2024-09-11 16:04:46.466867
482,54321,87654,174,2024-09-11 21:41:46.467007
483,09876,65432,112,2024-09-11 21:24:46.467015
484,67890,54321,252,2024-09-11 09:36:46.467022
485,09876,76543,174,2024-09-11 12:52:46.467031
486,12345,76543,284,2024-09-12 03:44:46.467036
487,09876,76543,427,2024-09-11 09:54:46.467040
488,09876,98765,185,2024-09-12 05:04:46.467044
489,13579,87654,184,2024-09-11 21:32:46.467048
490,09876,65432,346,2024-09-11 10:57:46.467052
491,12345,76543,349,2024-09-12 03:55:46.467057
492,09876,98765,133,2024-09-11 09:59:46.467060
493,12345,98765,360,2024-09-11 10:01:46.467064
494,67890,98765,490,2024-09-11 16:07:46.467068
495,09876,76543,463,2024-09-11 22:47:46.467072
496,54321,76543,343,2024-09-11 14:27:46.467076
497,54321,54321,394,2024-09-11 09:48:46.467080
498,54321,76543,456,2024-09-11 23:13:46.467084
499,09876,65432,166,2024-09-12 06:00:46.467088
500,54321,76543,441,2024-09-11 22:00:46.467092
501,13579,65432,130,2024-09-12 02:59:46.467096
502,67890,65432,121,2024-09-11 15:06:46.467100
503,12345,54321,499,2024-09-11 21:41:46.467104
504,12345,76543,214,2024-09-12 09:11:46.467109
505,12345,65432,168,2024-09-12 08:16:46.467115
506,12345,54321,112,2024-09-12 08:04:46.467122
507,13579,87654,457,2024-09-12 00:41:46.467131
508,67890,54321,438,2024-09-11 15:23:46.467137
509,54321,98765,176,2024-09-12 04:17:46.467140
510,67890,87654,225,2024-09-11 12:45:46.467144
511,12345,54321,378,2024-09-11 11:08:46.467148
512,09876,87654,389,2024-09-11 10:45:46.467152
513,09876,54321,139,2024-09-11 21:21:46.467156
514,67890,54321,347,2024-09-11 17:44:46.467160
515,12345,98765,362,2024-09-11 09:42:46.467164
516,13579,65432,299,2024-09-11 16:46:46.467168
517,13579,54321,386,2024-09-12 07:58:46.467172
518,67890,54321,291,2024-09-12 03:11:46.467176
519,13579,87654,268,2024-09-11 23:46:46.467180
520,13579,54321,116,2024-09-11 12:34:46.467184
521,13579,98765,134,2024-09-11 13:23:46.467187
522,12345,87654,431,2024-09-11 16:14:46.467192
523,67890,76543,381,2024-09-11 23:10:46.467195
524,54321,76543,263,2024-09-11 16:05:46.467200
525,12345,65432,449,2024-09-11 13:32:46.467203
526,13579,98765,448,2024-09-11 22:11:46.467208
527,09876,76543,179,2024-09-12 08:48:46.467211
528,12345,65432,458,2024-09-12 06:24:46.467215
529,54321,54321,130,2024-09-12 00:29:46.467219
530,54321,87654,314,2024-09-11 16:29:46.467223
531,09876,98765,289,2024-09-11 14:27:46.467227
532,09876,87654,245,2024-09-12 00:47:46.467231
533,12345,54321,293,2024-09-11 10:04:46.467235
534,67890,76543,187,2024-09-12 05:58:46.467239
535,13579,76543,118,2024-09-11 20:27:46.467245
