Call_ID,Caller_ID,Recipient_ID,Call_Duration,Call_Time
48,09876,54321,480,2024-09-11 10:26:46.847718
49,13579,76543,264,2024-09-11 19:24:46.847725
50,12345,98765,242,2024-09-11 19:27:46.847731
51,13579,87654,143,2024-09-12 08:49:46.847742
52,09876,54321,323,2024-09-11 11:31:46.847745
53,54321,87654,388,2024-09-11 15:26:46.847749
54,54321,98765,216,2024-09-11 16:36:46.847753
55,13579,98765,212,2024-09-11 16:40:46.847757
56,54321,87654,274,2024-09-11 17:03:46.847761
57,13579,87654,189,2024-09-11 16:23:46.847764
58,09876,54321,185,2024-09-12 09:09:46.847768
59,54321,65432,477,2024-09-12 00:15:46.847772
60,13579,98765,280,2024-09-11 19:34:46.847776
61,54321,76543,360,2024-09-11 20:26:46.847780
62,09876,76543,406,2024-09-12 03:05:46.847784
63,67890,87654,149,2024-09-12 08:33:46.847788
64,09876,98765,203,2024-09-11 09:55:46.847792
65,54321,54321,487,2024-09-11 17:26:46.847796
66,13579,87654,293,2024-09-11 14:59:46.847800
67,09876,54321,100,2024-09-12 06:43:46.847805
68,09876,54321,195,2024-09-12 07:23:46.847811
69,54321,54321,192,2024-09-12 08:25:46.847818
70,09876,98765,442,2024-09-12 04:22:46.847824
71,09876,65432,393,2024-09-11 13:58:46.847831
72,09876,87654,347,2024-09-11 13:12:46.847838
73,67890,54321,291,2024-09-11 15:59:46.847844
74,12345,65432,240,2024-09-11 12:33:46.847848
75,67890,87654,163,2024-09-12 02:53:46.847852
76,67890,54321,232,2024-09-11 21:04:46.847856
77,13579,87654,489,2024-09-11 17:40:46.847859
78,13579,76543,105,2024-09-12 02:56:46.847864
79,67890,87654,212,2024-09-12 00:08:46.847867
80,13579,76543,182,2024-09-12 04:48:46.847871
81,13579,87654,354,2024-09-11 13:33:46.847877
82,12345,98765,212,2024-09-12 08:40:46.847884
83,67890,54321,154,2024-09-11 21:31:46.847891
84,13579,87654,330,2024-09-12 03:17:46.847897
85,54321,87654,388,2024-09-11 14:52:46.847904
86,13579,87654,409,2024-09-12 01:46:46.847910
87,67890,54321,324,2024-09-11 20:47:46.847914
88,12345,76543,408,2024-09-11 10:05:46.847918
89,54321,65432,108,2024-09-12 05:26:46.847922
90,13579,54321,255,2024-09-11 12:23:46.847926
91,67890,76543,406,2024-09-11 21:29:46.847930
92,09876,65432,262,2024-09-12 05:16:46.847934
93,13579,98765,187,2024-09-12 05:35:46.847938
94,12345,54321,155,2024-09-11 11:47:46.847942
95,13579,65432,312,2024-09-11 19:48:46.847946
96,54321,76543,130,2024-09-11 10:06:46.847950
97,13579,76543,406,2024-09-12 06:12:46.847954
98,67890,76543,440,2024-09-12 07:04:46.847958
99,09876,76543,136,2024-09-12 08:59:46.847964
100,67890,54321,333,2024-09-12 00:48:46.847971
101,09876,98765,305,2024-09-11 12:09:46.847977
102,54321,87654,374,2024-09-12 03:02:46.847984
103,09876,65432,187,2024-09-12 06:16:46.847990
104,09876,65432,242,2024-09-12 05:35:46.847998
105,13579,65432,363,2024-09-11 18:26:46.848002
106,12345,76543,403,2024-09-11 13:41:46.848005
107,09876,76543,124,2024-09-12 05:05:46.848010
108,12345,54321,309,2024-09-11 23:24:46.848014
109,12345,54321,286,2024-09-12 05:05:46.848018
110,67890,65432,226,2024-09-12 01:04:46.848022
111,09876,65432,472,2024-09-11 18:19:46.848025
112,12345,87654,425,2024-09-12 08:36:46.848029
113,54321,87654,303,2024-09-12 00:24:46.848033
114,13579,65432,477,2024-09-11 19:41:46.848037
115,67890,87654,160,2024-09-11 15:50:46.848041
116,67890,76543,201,2024-09-12 04:03:46.848045
117,09876,76543,268,2024-09-12 00:52:46.848049
118,13579,87654,275,2024-09-11 16:07:46.848052
119,67890,98765,399,2024-09-12 09:16:46.848056
120,09876,54321,194,2024-09-12 02:32:46.848060
121,12345,65432,367,2024-09-11 22:30:46.848064
122,12345,65432,419,2024-09-12 05:21:46.848067
123,67890,87654,459,2024-09-11 16:40:46.848071
124,67890,65432,460,2024-09-11 23:40:46.848075
125,54321,98765,450,2024-09-12 03:32:46.848079
126,12345,54321,293,2024-09-11 10:56:46.848082
127,13579,98765,130,2024-09-11 12:22:46.848086
128,13579,65432,212,2024-09-12 00:35:46.848090
129,09876,54321,197,2024-09-12 01:11:46.848094
130,54321,54321,297,2024-09-12 02:54:46.848098
131,09876,54321,197,2024-09-12 06:16:46.848102
132,09876,87654,243,2024-09-11 16:23:46.848106
133,13579,76543,497,2024-09-11 14:42:46.848111
134,09876,87654,324,2024-09-11 17:58:46.848115
135,12345,54321,492,2024-09-11 23:46:46.848119
136,12345,76543,438,2024-09-12 08:15:46.848123
137,09876,65432,490,2024-09-12 00:48:46.848127
138,67890,98765,223,2024-09-11 10:09:46.848132
139,12345,87654,324,2024-09-12 02:29:46.848138
140,13579,65432,454,2024-09-11 20:50:46.848145
141,54321,87654,493,2024-09-11 13:23:46.848152
142,13579,87654,236,2024-09-11 20:51:46.848158
143,12345,76543,143,2024-09-11 20:21:46.848162
144,12345,65432,424,2024-09-12 05:17:46.848168
145,54321,87654,108,2024-09-11 13:28:46.848175
146,12345,54321,415,2024-09-11 12:46:46.848181
147,12345,76543,298,2024-09-12 09:25:46.848186
148,09876,98765,394,2024-09-11 13:54:46.848192
149,13579,65432,466,2024-09-12 07:00:46.848198
150,09876,65432,376,2024-09-11 14:05:46.848205
151,13579,87654,267,2024-09-11 15:22:46.848212
152,13579,54321,421,2024-09-12 08:35:46.848218
153,67890,76543,359,2024-09-12 08:50:46.848223
154,13579,87654,487,2024-09-11 18:23:46.848229
155,09876,65432,358,2024-09-11 23:55:46.848236
156,12345,76543,445,2024-09-12 02:08:46.848242
157,09876,65432,106,2024-09-12 01:42:46.848249
158,13579,65432,104,2024-09-11 21:05:46.848255
159,09876,65432,337,2024-09-11 22:21:46.848259
160,54321,65432,186,2024-09-12 05:49:46.848263
161,13579,98765,114,2024-09-12 04:02:46.848266
162,12345,87654,354,2024-09-12 00:27:46.848270
163,13579,76543,404,2024-09-12 03:56:46.848274
164,09876,98765,491,2024-09-11 11:08:46.848278
165,12345,87654,410,2024-09-11 13:51:46.848282
166,54321,87654,488,2024-09-12 00:41:46.848286
167,67890,87654,385,2024-09-12 05:51:46.848289
168,67890,65432,174,2024-09-12 03:41:46.848293
169,54321,87654,481,2024-09-12 06:42:46.848297
170,67890,65432,252,2024-09-11 19:34:46.848303
171,13579,76543,170,2024-09-11 19:19:46.848310
172,12345,65432,264,2024-09-11 14:52:46.848316
173,12345,54321,299,2024-09-12 06:24:46.848322
174,09876,65432,291,2024-09-11 11:29:46.848330
175,12345,65432,290,2024-09-11 15:40:46.848341
176,13579,54321,202,2024-09-11 11:11:46.848345
177,12345,76543,424,2024-09-11 10:13:46.848349
178,09876,76543,279,2024-09-11 14:32:46.848352
179,09876,98765,228,2024-09-12 03:16:46.848356
180,54321,54321,339,2024-09-11 13:37:46.848360
181,12345,54321,258,2024-09-11 12:30:46.848364
182,12345,98765,228,2024-09-12 07:53:46.848369
183,67890,65432,431,2024-09-12 04:28:46.848373
184,09876,76543,332,2024-09-11 15:32:46.848377
185,54321,65432,104,2024-09-11 16:17:46.848380
186,12345,65432,264,2024-09-11 21:27:46.848384
187,67890,98765,166,2024-09-12 09:29:46.848388
188,09876,54321,192,2024-09-11 15:57:46.848392
189,09876,54321,422,2024-09-11 11:50:46.848395
190,54321,98765,126,2024-09-12 06:10:46.848399
191,12345,54321,376,2024-09-11 23:26:46.848403
192,09876,87654,494,2024-09-11 23:44:46.848408
193,67890,65432,273,2024-09-11 14:44:46.848411
194,13579,87654,299,2024-09-12 05:51:46.848415
195,12345,65432,241,2024-09-12 08:06:46.848419
196,54321,65432,359,2024-09-11 22:12:46.848423
197,67890,65432,369,2024-09-11 12:21:46.848427
198,67890,54321,485,2024-09-11 15:59:46.848431
199,13579,98765,379,2024-09-12 08:46:46.848435
200,13579,76543,254,2024-09-12 06:34:46.848438
201,13579,54321,307,2024-09-12 07:08:46.848443
202,12345,54321,209,2024-09-12 07:38:46.848447
203,09876,87654,450,2024-09-11 16:21:46.848451
204,67890,54321,235,2024-09-12 07:43:46.848455
205,13579,65432,433,2024-09-11 16:36:46.848458
206,09876,65432,496,2024-09-12 03:53:46.848462
207,13579,87654,332,2024-09-11 18:20:46.848466
208,09876,87654,283,2024-09-12 00:33:46.848470
209,09876,98765,329,2024-09-11 22:47:46.848473
210,09876,87654,431,2024-09-11 21:04:46.848478
211,67890,54321,130,2024-09-11 13:51:46.848482
212,09876,65432,496,2024-09-11 23:33:46.848486
213,12345,98765,222,2024-09-11 10:02:46.848489
214,54321,87654,431,2024-09-12 06:56:46.848493
215,12345,87654,439,2024-09-12 03:06:46.848497
216,09876,65432,203,2024-09-12 04:36:46.848501
217,09876,65432,291,2024-09-11 18:49:46.848504
218,09876,98765,446,2024-09-12 02:44:46.848508
219,12345,98765,178,2024-09-11 09:48:46.848512
220,12345,65432,111,2024-09-12 09:22:46.848518
221,67890,76543,329,2024-09-12 00:07:46.848524
222,54321,98765,144,2024-09-11 14:39:46.848530
223,67890,76543,232,2024-09-11 19:51:46.848537
224,67890,76543,204,2024-09-12 00:33:46.848544
225,67890,76543,293,2024-09-12 07:56:46.848553
226,67890,54321,138,2024-09-12 09:13:46.848557
227,09876,54321,360,2024-09-11 19:29:46.848561
228,09876,98765,145,2024-09-12 06:09:46.848565
229,54321,65432,170,2024-09-11 14:18:46.848568
230,67890,98765,290,2024-09-12 09:23:46.848572
231,54321,98765,469,2024-09-12 07:39:46.848576
232,67890,65432,275,2024-09-12 05:49:46.848580
233,67890,87654,398,2024-09-11 20:11:46.848584
234,09876,65432,300,2024-09-11 16:48:46.848589
235,67890,87654,380,2024-09-11 15:04:46.848593
236,13579,87654,251,2024-09-11 17:47:46.848596
237,54321,87654,417,2024-09-11 19:14:46.848600
238,54321,98765,466,2024-09-12 01:17:46.848604
239,09876,87654,202,2024-09-11 11:29:46.848607
240,54321,65432,451,2024-09-11 19:49:46.848665
241,09876,65432,155,2024-09-12 07:06:46.848672
242,13579,98765,482,2024-09-11 16:55:46.848678
243,13579,76543,151,2024-09-12 08:09:46.848684
244,13579,65432,101,2024-09-11 20:13:46.848691
245,09876,54321,144,2024-09-12 01:32:46.848698
246,67890,87654,203,2024-09-12 03:49:46.848704
247,13579,76543,213,2024-09-11 10:45:46.848710
248,67890,76543,234,2024-09-11 23:05:46.848717
249,67890,65432,311,2024-09-11 10:22:46.848724
250,54321,76543,436,2024-09-11 15:49:46.848730
251,67890,98765,291,2024-09-11 19:38:46.848746
252,67890,54321,363,2024-09-11 11:26:46.848750
253,13579,98765,161,2024-09-11 13:23:46.848754
254,12345,54321,369,2024-09-11 21:07:46.848758
255,12345,87654,116,2024-09-12 04:23:46.848762
256,13579,65432,493,2024-09-11 23:35:46.848767
257,13579,87654,202,2024-09-12 03:05:46.848771
258,67890,98765,386,2024-09-12 04:16:46.848774
259,54321,98765,233,2024-09-11 22:06:46.848778
260,12345,98765,486,2024-09-12 02:00:46.848784
261,54321,87654,349,2024-09-12 07:51:46.848791
262,67890,87654,252,2024-09-12 02:20:46.848798
263,12345,98765,325,2024-09-11 18:02:46.848805
264,09876,65432,338,2024-09-11 11:57:46.848809
265,13579,87654,493,2024-09-11 17:11:46.848813
266,54321,54321,476,2024-09-11 18:54:46.848816
267,09876,65432,233,2024-09-11 22:46:46.848831
268,13579,98765,193,2024-09-11 21:37:46.848834
269,67890,98765,466,2024-09-11 19:04:46.848838
270,67890,98765,361,2024-09-11 22:17:46.848843
271,67890,54321,476,2024-09-12 01:58:46.848847
272,13579,65432,284,2024-09-11 20:15:46.848850
273,09876,76543,249,2024-09-12 06:06:46.848854
274,67890,87654,329,2024-09-11 19:45:46.848858
275,13579,87654,237,2024-09-12 02:56:46.848862
276,09876,54321,480,2024-09-12 05:59:46.848866
277,54321,87654,478,2024-09-12 01:19:46.848869
278,67890,76543,203,2024-09-11 09:39:46.848873
279,09876,98765,426,2024-09-12 04:29:46.848877
280,09876,87654,363,2024-09-11 22:47:46.848881
281,13579,76543,439,2024-09-12 09:05:46.848886
282,54321,54321,441,2024-09-11 12:10:46.848893
283,54321,76543,204,2024-09-11 22:55:46.848899
284,67890,54321,362,2024-09-11 22:41:46.848906
285,54321,65432,498,2024-09-11 10:22:46.848913
286,12345,87654,196,2024-09-11 18:44:46.848919
287,54321,76543,467,2024-09-11 22:22:46.848922
288,67890,65432,105,2024-09-12 05:21:46.848926
289,13579,98765,392,2024-09-12 01:39:46.848930
290,54321,65432,437,2024-09-11 17:21:46.848934
291,13579,98765,314,2024-09-11 14:41:46.848938
292,09876,98765,200,2024-09-11 14:09:46.848942
293,09876,54321,177,2024-09-11 18:24:46.848945
294,54321,65432,175,2024-09-11 17:59:46.848950
295,12345,87654,465,2024-09-11 15:47:46.848957
296,12345,98765,289,2024-09-12 02:24:46.848963
297,13579,65432,265,2024-09-12 03:49:46.848970
298,54321,76543,298,2024-09-11 14:18:46.848977
299,67890,65432,401,2024-09-12 06:02:46.848984
300,09876,87654,178,2024-09-11 21:37:46.848988
301,54321,65432,375,2024-09-11 20:57:46.848992
302,67890,76543,131,2024-09-12 00:49:46.848995
303,67890,98765,450,2024-09-12 03:31:46.848999
304,12345,98765,371,2024-09-11 14:32:46.849003
305,67890,76543,385,2024-09-12 03:22:46.849007
306,54321,65432,315,2024-09-11 19:32:46.849011
307,67890,87654,348,2024-09-12 07:05:46.849015
308,13579,65432,226,2024-09-12 05:41:46.849019
309,12345,65432,362,2024-09-12 00:33:46.849028
310,13579,54321,275,2024-09-12 06:54:46.849032
311,54321,65432,227,2024-09-11 14:31:46.849037
312,13579,98765,433,2024-09-12 00:37:46.849043
313,67890,76543,329,2024-09-11 12:13:46.849050
314,54321,98765,450,2024-09-11 22:29:46.849056
315,13579,76543,123,2024-09-11 22:18:46.849063
316,09876,98765,242,2024-09-11 18:48:46.849069
317,13579,98765,159,2024-09-11 11:11:46.849075
318,13579,54321,123,2024-09-11 12:50:46.849082
319,54321,98765,173,2024-09-11 20:42:46.849094
320,09876,87654,110,2024-09-11 15:46:46.849100
321,54321,65432,341,2024-09-12 00:39:46.849105
322,09876,65432,251,2024-09-11 15:23:46.849109
323,13579,87654,291,2024-09-12 00:47:46.849113
324,67890,54321,399,2024-09-11 21:48:46.849118
325,09876,54321,453,2024-09-11 18:21:46.849122
326,67890,87654,478,2024-09-11 19:03:46.849125
327,09876,76543,299,2024-09-11 12:26:46.849129
328,54321,98765,102,2024-09-11 14:13:46.849133
329,54321,76543,158,2024-09-12 03:13:46.849137
330,67890,98765,289,2024-09-11 13:12:46.849141
331,09876,54321,477,2024-09-11 10:20:46.849144
332,12345,98765,226,2024-09-11 15:24:46.849148
333,54321,76543,278,2024-09-11 22:49:46.849153
334,67890,98765,484,2024-09-12 08:19:46.849157
335,13579,98765,499,2024-09-11 12:49:46.849160
336,09876,76543,170,2024-09-11 20:46:46.849164
337,13579,54321,419,2024-09-11 16:17:46.849168
338,09876,87654,406,2024-09-11 09:49:46.849172
339,09876,76543,368,2024-09-11 18:16:46.849176
340,13579,98765,405,2024-09-12 02:04:46.849180
341,12345,54321,487,2024-09-12 08:15:46.849183
342,09876,54321,142,2024-09-12 00:56:46.849187
343,54321,65432,149,2024-09-11 12:23:46.849191
344,13579,76543,335,2024-09-11 15:59:46.849195
345,67890,87654,371,2024-09-11 11:06:46.849199
346,12345,98765,353,2024-09-11 20:48:46.849203
347,12345,65432,243,2024-09-12 02:45:46.849207
348,67890,87654,408,2024-09-12 04:55:46.849214
349,54321,87654,377,2024-09-11 11:37:46.849220
350,12345,87654,381,2024-09-11 16:33:46.849227
351,13579,87654,417,2024-09-11 10:23:46.849233
352,09876,54321,408,2024-09-12 06:32:46.849243
353,67890,98765,160,2024-09-11 10:13:46.849249
354,13579,76543,106,2024-09-12 01:14:46.849257
355,67890,65432,188,2024-09-11 16:43:46.849263
356,67890,98765,263,2024-09-12 04:25:46.849270
357,67890,76543,323,2024-09-11 12:19:46.849279
358,54321,65432,300,2024-09-11 16:20:46.849283
359,67890,98765,481,2024-09-12 03:13:46.849287
360,67890,54321,148,2024-09-12 04:18:46.849291
361,54321,65432,133,2024-09-11 22:37:46.849294
362,12345,76543,210,2024-09-12 02:45:46.849298
363,54321,76543,153,2024-09-11 14:34:46.849302
364,67890,87654,138,2024-09-11 16:11:46.849306
365,09876,76543,219,2024-09-12 01:05:46.849309
366,67890,76543,193,2024-09-11 17:15:46.849313
367,12345,76543,259,2024-09-11 10:19:46.849317
368,12345,54321,167,2024-09-12 01:45:46.849321
369,12345,54321,289,2024-09-11 11:46:46.849325
370,54321,98765,136,2024-09-11 20:24:46.849329
371,09876,76543,275,2024-09-12 05:17:46.849332
372,13579,65432,441,2024-09-12 02:09:46.849336
373,67890,87654,148,2024-09-12 02:23:46.849340
374,67890,87654,431,2024-09-11 13:53:46.849344
375,67890,98765,264,2024-09-11 11:59:46.849348
376,13579,54321,329,2024-09-12 02:16:46.849351
377,67890,54321,326,2024-09-12 03:36:46.849355
378,12345,54321,182,2024-09-11 19:36:46.849359
379,54321,65432,327,2024-09-11 16:30:46.849363
380,09876,76543,386,2024-09-11 11:06:46.849367
381,09876,65432,467,2024-09-11 14:59:46.849371
382,67890,87654,284,2024-09-12 02:27:46.849375
383,54321,76543,355,2024-09-12 01:28:46.849383
384,09876,87654,283,2024-09-11 18:19:46.849391
385,54321,65432,253,2024-09-11 14:29:46.849397
386,67890,76543,397,2024-09-12 00:47:46.849405
387,12345,54321,147,2024-09-12 03:44:46.849413
388,12345,98765,471,2024-09-12 08:44:46.849417
389,54321,98765,274,2024-09-11 10:54:46.849421
390,13579,76543,195,2024-09-12 06:49:46.849424
391,54321,65432,111,2024-09-12 04:16:46.849428
392,67890,76543,260,2024-09-12 00:23:46.849432
393,09876,98765,336,2024-09-12 00:50:46.849436
394,13579,76543,328,2024-09-11 14:24:46.849440
395,13579,54321,468,2024-09-12 02:05:46.849444
396,67890,65432,466,2024-09-12 06:02:46.849448
397,12345,98765,187,2024-09-11 14:28:46.849451
398,54321,54321,239,2024-09-11 21:55:46.849455
399,12345,87654,250,2024-09-11 19:09:46.849459
400,09876,98765,386,2024-09-11 10:25:46.849462
401,09876,98765,494,2024-09-12 04:33:46.849466
402,67890,76543,407,2024-09-11 15:26:46.849476
403,54321,98765,482,2024-09-11 18:10:46.849480
404,54321,87654,357,2024-09-11 18:56:46.849484
405,13579,76543,423,2024-09-11 18:27:46.849488
406,12345,98765,108,2024-09-11 17:36:46.849492
407,13579,98765,331,2024-09-11 19:41:46.849496
408,67890,54321,271,2024-09-12 05:50:46.849500
409,13579,54321,412,2024-09-11 14:44:46.849504
410,09876,87654,204,2024-09-11 13:11:46.849508
411,67890,76543,107,2024-09-11 23:12:46.849513
412,09876,87654,146,2024-09-11 17:13:46.849517
413,67890,76543,461,2024-09-12 03:28:46.849521
414,12345,98765,486,2024-09-12 04:03:46.849525
415,12345,54321,279,2024-09-11 14:26:46.849528
416,13579,87654,429,2024-09-12 07:51:46.849532
417,09876,98765,127,2024-09-12 08:23:46.849536
418,13579,76543,440,2024-09-11 13:48:46.849540
419,12345,65432,121,2024-09-11 14:46:46.849544
420,67890,54321,460,2024-09-11 13:09:46.849548
421,54321,87654,361,2024-09-11 16:52:46.849553
422,09876,98765,461,2024-09-11 15:49:46.849557
423,12345,65432,324,2024-09-11 22:15:46.849561
424,67890,54321,474,2024-09-12 03:25:46.849565
425,09876,65432,410,2024-09-12 07:24:46.849569
426,09876,54321,262,2024-09-11 22:11:46.849573
427,67890,87654,370,2024-09-12 08:37:46.849577
428,09876,76543,421,2024-09-11 19:15:46.849580
429,12345,54321,251,2024-09-12 01:53:46.849584
430,67890,76543,461,2024-09-11 17:13:46.849589
431,54321,87654,430,2024-09-11 22:33:46.849595
432,09876,65432,465,2024-09-12 02:44:46.849602
433,12345,76543,466,2024-09-11 22:27:46.849608
434,12345,87654,195,2024-09-12 06:01:46.849615
435,67890,98765,272,2024-09-12 09:02:46.849621
436,54321,76543,245,2024-09-11 21:39:46.849627
437,13579,65432,440,2024-09-12 04:06:46.849631
438,54321,54321,393,2024-09-11 23:10:46.849635
439,09876,76543,486,2024-09-12 03:28:46.849638
440,09876,65432,227,2024-09-12 00:39:46.849642
441,54321,54321,333,2024-09-12 04:02:46.849646
442,12345,65432,162,2024-09-12 06:53:46.849650
443,09876,98765,483,2024-09-11 22:24:46.849654
444,13579,98765,114,2024-09-11 10:41:46.849658
445,09876,87654,371,2024-09-12 02:22:46.849662
446,12345,54321,158,2024-09-11 15:31:46.849666
447,09876,54321,395,2024-09-11 10:29:46.849669
448,54321,54321,396,2024-09-11 12:32:46.849675
449,54321,76543,119,2024-09-11 21:52:46.849679
450,67890,98765,227,2024-09-11 17:17:46.849682
451,67890,98765,269,2024-09-11 15:24:46.849686
452,12345,98765,203,2024-09-11 17:54:46.849690
453,13579,87654,419,2024-09-12 04:31:46.849693
454,13579,87654,476,2024-09-11 15:28:46.849698
455,54321,98765,473,2024-09-12 01:53:46.849702
456,13579,76543,497,2024-09-11 22:18:46.849706
457,09876,98765,473,2024-09-12 03:11:46.849710
458,67890,76543,273,2024-09-11 18:20:46.849715
459,67890,54321,359,2024-09-12 05:15:46.849725
460,09876,76543,358,2024-09-12 02:20:46.849728
461,54321,87654,180,2024-09-11 18:11:46.849732
462,12345,76543,462,2024-09-12 02:02:46.849736
463,12345,87654,459,2024-09-12 05:54:46.849740
464,54321,87654,311,2024-09-12 07:27:46.849744
465,67890,54321,367,2024-09-12 01:28:46.849748
466,12345,87654,269,2024-09-11 16:51:46.849751
467,54321,87654,286,2024-09-11 15:17:46.849755
468,67890,87654,161,2024-09-11 23:28:46.849759
469,67890,87654,330,2024-09-11 15:59:46.849763
470,67890,87654,499,2024-09-11 11:56:46.849768
471,13579,98765,242,2024-09-12 06:55:46.849775
472,54321,98765,438,2024-09-12 02:43:46.849781
473,09876,98765,256,2024-09-11 09:44:46.849788
474,67890,98765,160,2024-09-11 21:25:46.849795
475,12345,76543,120,2024-09-12 03:43:46.849799
476,67890,87654,133,2024-09-11 10:45:46.849803
477,12345,98765,414,2024-09-12 06:42:46.849807
478,67890,87654,153,2024-09-11 23:34:46.849811
479,13579,98765,237,2024-09-11 13:21:46.849815
480,12345,65432,324,2024-09-12 07:29:46.849819
481,54321,54321,473,2024-09-12 04:59:46.849823
482,54321,98765,244,2024-09-11 21:05:46.849826
483,13579,54321,137,2024-09-12 08:42:46.849833
484,13579,65432,325,2024-09-11 17:36:46.849840
485,67890,98765,152,2024-09-12 01:36:46.849848
486,12345,54321,206,2024-09-11 11:08:46.849853
487,67890,65432,408,2024-09-12 04:32:46.849857
488,67890,98765,367,2024-09-12 03:31:46.849861
489,54321,98765,139,2024-09-12 03:29:46.849865
490,12345,98765,375,2024-09-12 02:17:46.849868
491,54321,54321,115,2024-09-11 13:58:46.849872
492,12345,98765,412,2024-09-12 08:08:46.849876
493,67890,98765,276,2024-09-11 17:52:46.849880
494,12345,65432,244,2024-09-12 00:13:46.849884
495,13579,98765,384,2024-09-12 06:34:46.849887
496,09876,76543,195,2024-09-11 19:27:46.849891
497,67890,76543,498,2024-09-12 00:06:46.849895
498,67890,87654,413,2024-09-12 02:58:46.849899
499,09876,65432,344,2024-09-11 19:46:46.849903
500,12345,65432,493,2024-09-12 03:56:46.849907
501,09876,98765,254,2024-09-11 21:40:46.849911
502,67890,65432,474,2024-09-11 19:24:46.849915
503,12345,87654,354,2024-09-12 03:21:46.849918
504,67890,87654,213,2024-09-11 22:47:46.849922
505,09876,76543,428,2024-09-12 03:29:46.849927
506,67890,54321,197,2024-09-11 15:42:46.849930
507,12345,87654,292,2024-09-12 00:04:46.849934
508,09876,76543,222,2024-09-11 20:47:46.849938
509,67890,54321,395,2024-09-12 01:14:46.849941
510,12345,65432,429,2024-09-12 02:54:46.849945
511,13579,98765,183,2024-09-12 09:32:46.849949
512,13579,65432,299,2024-09-12 01:37:46.849954
513,12345,76543,304,2024-09-12 07:43:46.849959
514,12345,54321,269,2024-09-11 19:59:46.849965
515,54321,54321,238,2024-09-12 00:03:46.849972
516,09876,54321,370,2024-09-11 23:53:46.849978
517,12345,54321,323,2024-09-12 01:28:46.849985
518,13579,65432,157,2024-09-11 16:06:46.849992
519,09876,65432,394,2024-09-11 12:12:46.849996
520,09876,98765,223,2024-09-11 21:13:46.850000
521,54321,98765,218,2024-09-12 03:34:46.850004
522,09876,98765,302,2024-09-11 23:57:46.850009
523,12345,65432,107,2024-09-12 02:17:46.850012
524,12345,76543,231,2024-09-11 09:55:46.850016
525,12345,54321,305,2024-09-12 01:09:46.850021
526,13579,54321,329,2024-09-11 22:25:46.850027
527,09876,87654,441,2024-09-11 23:29:46.850033
528,67890,98765,345,2024-09-12 06:59:46.850040
529,12345,87654,439,2024-09-11 11:19:46.850046
530,54321,98765,358,2024-09-11 15:58:46.850053
531,09876,98765,347,2024-09-11 10:14:46.850064
532,54321,65432,249,2024-09-12 03:17:46.850068
533,67890,76543,183,2024-09-12 09:18:46.850072
534,67890,87654,381,2024-09-12 08:36:46.850076
535,54321,87654,206,2024-09-11 12:18:46.850080
